title,website_url,a2z_source_url,grades_or_ages,prices_mentioned,description
Here’s What Happens Inside You When a Mosquito Bites,http://phenomena.nationalgeographic.com/2013/08/06/heres-what-happens-inside-you-when-a-mosquito-bites/,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,rflies. Starts again each spring. [Monarch Watch](http://www.monarchwatch.org/) Everything you would ever want to know about observing and raising monarch butterflies in your home. #### Mosquitos [Here’s What Happens Inside You When a Mosqu
Hey! A Bee Stung Me!,http://kidshealth.org/kid/ill_injure/bugs/bee.html,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"arge, hairy insects with a lazy buzz and clumsy, bumbling flight. Many of them are black and yellow, and along with ladybirds and butterflies are perhaps the only insects that almost everyone likes. [Hey! A Bee Stung Me!](http://kidshealth."
High School Transcript,https://www.baylor.edu/content/services/document.php/69395.pdf,https://homeschooling.gomilpitas.com/teens/homeschool-transcript-templates/,High School,,"ttp://a2zhomeschool.com/homeschool/concerns/teens/army-enlistment/) Each branch of the military has their own rules and requirements, but the Army appears to be the most homeschool-friendly branch. [High School Transcript](https://www.baylo"
High School Transcript,http://www.brightkidsathome.com/examples/transcript.html,https://homeschooling.gomilpitas.com/teens/homeschool-transcript-templates/,High School,Free,any homeschool transcript templates available on-line as well as some very good record-keeping options that prepare transcripts for you for a small fee. Includes tips on how to send in a transcript. [High School Transcript](http://www.brigh
High School Transcripts,https://donnayoung.org/forms/planners/transcript.htm,https://homeschooling.gomilpitas.com/teens/homeschool-transcript-templates/,High School,,Army appears to be the most homeschool-friendly branch. [High School Transcript](https://www.baylor.edu/content/services/document.php/69395.pdf) This sample includes courses in religious subjects. [High School Transcripts](https://donnayoun
Hill’s Pet Nutrition,https://www.hillspet.com/,https://homeschooling.gomilpitas.com/explore/biology/anatomy-for-kids/,,,"nits of tissues, the cells, are the building blocks of organs. Tissues include materials such as muscles, nerves and epithelia and connective tissues that bind the other tissues together. Provided by [Hill’s Pet Nutrition](https://www.hills"
"Home Education Tax Credit? No, Thanks!",https://vahomeschoolers.org/advocacy/politics-in-virginia/tax-credits-pros-and-cons,https://homeschooling.gomilpitas.com/legalities/a-tax-write-off/,,,"hools._ [Dear Uncle CHiN](https://www.californiahomeschool.net/howTo/unclechin/uncle107.htm) Can’t we deduct the expenses of homeschooling from our income taxes somehow? Signed,Wrung-out Taxpayer. [Home Education Tax Credit? No, Thanks!](ht"
Home-school Transcripts-look under Homeschool Resources,https://covenant.edu/admissions/homeschooled.html,https://homeschooling.gomilpitas.com/teens/homeschool-transcript-templates/,high school,,m/homeschool-high-school-transcript.html) Courses by school year transcript. Use our homeschool transcript template to easily create your own professional transcripts for your high school students. [Home-school Transcripts-look under Homesc
Homeschool CPA,https://homeschoolcpa.com/any-tax-breaks-for-homeschoolers/,https://homeschooling.gomilpitas.com/legalities/a-tax-write-off/,,,"tax-credits-pros-and-cons) While the idea of a tax deduction for homeschool materials may be appealing, consider that any government plan comes with requirements and restrictions. By Shay Seaborne. [Homeschool CPA](https://homeschoolcpa.com"
Homeschool High School Transcript Template,https://www.pros-and-cons-of-homeschooling.com/homeschool-high-school-transcript.html,https://homeschooling.gomilpitas.com/teens/homeschool-transcript-templates/,High School; high school,Free,"t. (if you don’t have Microsoft Word, you may also choose to upload the file to Google Drive and convert to Google Docs format to edit for free) Courses grouped by subject area rather than by grade. [Homeschool High School Transcript Templa"
Homeschool Huskies and Ponies,http://www.homeschoolhuskiesandponies.com/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,,[Google for Educators](https://edu.google.com/for-educators/overview/) This website is one of the ways we’re working to bolster that support and explore how Google and educators can work together. [Homeschool Huskies and Ponies](http://www.
Homeschool Launch,http://www.hslaunch.com/mypage/files,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,,educators can work together. [Homeschool Huskies and Ponies](http://www.homeschoolhuskiesandponies.com/) Sets of workbooks and projects in different topics. Patches given as awards for completion. [Homeschool Launch](http://www.hslaunch.com
Homeschool Rangers,http://homeschoolrangers.wordpress.com,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/field-trips-directory/,,,"eld trips can add flavor to your life, cement what has been learned or be a complete educational experience in itself. Sometimes a field trip can be taken for the sheer pleasure of it. By Teri Brown. [Homeschool Rangers](https://web.archive"
Homeschool transcript with Blanks,https://www.houghton.edu/wp-content/uploads/2022/06/homeschool-transcript-with-blanks.pdf,https://homeschooling.gomilpitas.com/teens/homeschool-transcript-templates/,High School,,ple includes courses in religious subjects. [High School Transcripts](https://donnayoung.org/forms/planners/transcript.htm) Donna Young has several transcript templates in WORD format on her site. [Homeschool transcript with Blanks](https:/
HomeSchooler Network: Lessons & Activities,https://www.familyeducation.com/school-learning/homeschooling,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,,"At this point there are several hundred files (forms, unit studies, lapbook templates, worksheets, etc) created and uploaded by various members of the site – with several more being added each week. [HomeSchooler Network: Lessons & Activiti"
Homeschooling Guide,http://a2zhomeschooling.com/beginning_home_school/homeschooling_guide,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/beginning-to-homeschool/,,,"lly, advice to help your children learn the best they are able, within a budget you can afford, and in a lifestyle that is comfortable for your whole homeschool family. ### Start With Where You Are [Homeschooling Guide](https://web.archive."
Honeybee Information Site,http://honeybee.tamu.edu/,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"ckets may look different and have different homes, but they all sting when they are upset! If a person is stung by any of these insects, the sting will feel a lot like a shot at the doctor’s office. [Honeybee Information Site](http://honeyb"
How the Apple Watch Works,https://electronics.howstuffworks.com/gadgets/high-tech-gadgets/apple-watch.htm,https://homeschooling.gomilpitas.com/explore/math/clocks-for-kids/,,,cluding the height of objects in the sky. This activity guide includes instructions for constructing the device as well as brief background information about when the astrolabe was first invented. **[How the Apple Watch Works](https://elect
How to Create a Homeschool Transcript (FREE Editable Transcript),https://homeschoolgiveaways.com/2019/08/how-to-create-a-homeschool-transcript/,https://homeschooling.gomilpitas.com/teens/homeschool-transcript-templates/,high school,Free,"/www.brightkidsathome.com/examples/trans-examples/homeschool-transcript.pdf). You will need an website software to add your teen’s information, or software that can turn pdf files into WORD files. **[How to Create a Homeschool Transcript (F"
How To Make a Model of the Lungs,https://www.thoughtco.com/how-to-make-a-lung-model-373319,https://homeschooling.gomilpitas.com/explore/biology/anatomy-for-kids/,,Free,em](https://www.lung.ca/children/index_kids.html) Discover what our breathing system looks like and how it functions. The web site was produced by a youth team at the Saskatchewan Lung Association. [How To Make a Model of the Lungs](https:/
How to Make an Ant Colony (Formicarium),http://www.hunkinsexperiments.com/pages/ants.htm,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"n a home with children, pets, and ants, you’ll want to discourage or get rid of the ants in ways that won’t hurt the kids and pets. Experiment to see which of these safe ways work best in your home. [How to Make an Ant Colony (Formicarium)]"
How to Remove Food Coloring Stains from Clothing,https://www.thespruce.com/remove-food-coloring-stains-from-clothes-2146883,https://homeschooling.gomilpitas.com/explore/chemistry/gak-flubber-silly-putty-oobleck-recipes/,,,bery. [Janice VanCleave has tips for parents and teachers](https://homeschooling.gomilpitas.com/explore/chemistry/teaching-using-slime/) on how to make this experiment more exciting and scientific. [How to Remove Food Coloring Stains from C
How to Take a Homeschool Field Trip with Less Stress and More Fun,http://www.upsidedownhomeschooling.com/field-trip-day,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/field-trips-directory/,,,"10800/http://homeschoolrangers.wordpress.com/)<br>Offers inspiration, suggestions, ideas, and space for sharing and discussion on using our National Parks and Monuments in a homeschool curriculum.<br>[How to Take a Homeschool Field Trip wit"
How to Teach Handwriting,http://www.designastudy.com/teaching/tips-1198.html,https://homeschooling.gomilpitas.com/explore/language_arts_kids/handwriting-teaching-cursive-and-manuscript-writing/,,,[Worksheets to Improve Handwriting](https://homeschooling.gomilpitas.com/explore/language_arts_kids/handwriting-teaching-cursive-and-manuscript-writing/#Worksheets) ### About Teaching Handwriting [How to Teach Handwriting](http://www.design
How to Throw a Bug Birthday Party for a Kid Who Loves Insects,https://savingtalents.com/bug-themed-birthday-party/,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"?” you might ask. To me that is an easy question: I love the beautiful, strange shape of insects, their colors, diversity, unusual behavior and interesting life cycle. ### Insect Games for Children [How to Throw a Bug Birthday Party for a K"
Human Body and Mind – Interactive Body,http://www.bbc.co.uk/science/humanbody/body/index_interactivebody.shtml,https://homeschooling.gomilpitas.com/explore/biology/anatomy-for-kids/,,,"Structure](https://micro.magnet.fsu.edu/cells/animalcell.html) Animal cells are typical of the eukaryotic cell, enclosed by a plasma membrane and containing a membrane-bound nucleus and organelles. [Human Body and Mind – Interactive Body](h"
I Love That Teaching Idea!,http://www.ilovethatteachingidea.com/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,Free,ttps://www.familyeducation.com/school-learning/homeschooling) Find innovative ideas for learning at home with our large inventory of resources and materials. Search by subject and your child’s age. [I Love That Teaching Idea!](http://www.il
Ideas For Homeschoolers,https://www.martylayne.com/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,Free,"materials. Search by subject and your child’s age. [I Love That Teaching Idea!](http://www.ilovethatteachingidea.com/) Worksheets, reproducibles, newsletters, books, lesson plans, ideas and more. [Ideas For Homeschoolers](https://www.martyl"
Indonesian Myth,http://www.st.rim.or.jp/~cycle/MYbaseE.HTML,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,"ythology. [Norse Mythology](https://www.lifeinnorway.net/norse-mythology/) At the beginning of time there was nothing but a great void called Ginnungagap, a void filled with powerful magic forces. [Indonesian Myth](http://www.st.rim.or.jp/~"
Innerbody Anatomy Explorer,https://www.innerbody.com/htm/body.html,https://homeschooling.gomilpitas.com/explore/biology/anatomy-for-kids/,,,"ody and Mind – Interactive Body](http://www.bbc.co.uk/science/humanbody/body/index_interactivebody.shtml) Rotate, drag and drop body parts into a male or female body. Find out more about each part. [Innerbody Anatomy Explorer](https://www.i"
Insect Printouts,https://www.enchantedlearning.com/subjects/insects/printouts.shtml,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"ames and jokes, even bugs as food, from the University of Kentucky Department of Entomology. [Make Your Own Compound Eye](https://www.uky.edu/Ag/Entomology/ythfacts/bugfun/cmpdeye.htm), for example. [Insect Printouts](https://www.enchantedl"
Insects,https://www.ars.usda.gov/plains-area/sidney-mt/northern-plains-agricultural-research-laboratory/nparl-docs/just-for-kids/insects/,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,lub](https://entnemdept.ufl.edu/bug_club/) Here you will find information that will show you the best places to look for insects and that will help you identify the ones you have already collected. [Insects](https://www.ars.usda.gov/plains-
Inside the Human Body – The Respiratory System,https://www.lung.ca/children/index_kids.html,https://homeschooling.gomilpitas.com/explore/biology/anatomy-for-kids/,,,"yourself in the world of biology. Become a scientist in our virtual labs, where you can identify deadly pathogens, probe heart patients, dissect a leech, or assay antibodies! ### Respiratory System [Inside the Human Body – The Respiratory S"
Iowa State University’s Tasty Insect Recipes,https://www.ent.iastate.edu/misc/insectsasfood.html,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"bug-related? If so, then they’ll love having a bug birthday party this year with their friends! These insect-related party ideas are perfect for boys and girls that love nature. ### Insect Recipes [Iowa State University’s Tasty Insect Recip"
IRS regulations,https://www.nolo.com/legal-encyclopedia/can-you-deduct-your-expenses-from-hobby.html,https://homeschooling.gomilpitas.com/legalities/a-tax-write-off/,,,hool may not be written off on the taxes of your kindly relatives. I was asked if homeschooling could be regarded as a hobby and thus you could make some hobby deductions. This would be tough as the [IRS regulations](https://www.nolo.com/le
"Isopod, Pillbug, Sow Bug Rearing",https://bugsincyberspace.com/isopod-pill-bug-and-sow-bug-care-sheet/,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"homestead.com/raising-crickets-for-beginners/) A good source of lean protein, crickets are easy to raise and can be eaten by poultry and humans. Here’s what you need to know about raising crickets. [Isopod, Pillbug, Sow Bug Rearing](https:/"
iTunes U,https://www.apple.com/education/k12/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,Free,"ideas and more. [Ideas For Homeschoolers](https://www.martylayne.com/) Marty Layne, of Victoria, BC, posts her monthly newsletter in her delightful writing style that will delight and enthral you. [iTunes U](https://www.apple.com/education/"
Jan Brett’s Alphabet Line Bulletin Board Set,http://www.janbrett.com/alphabet/alphabet_traditional_main.htm,https://homeschooling.gomilpitas.com/explore/language_arts_kids/handwriting-teaching-cursive-and-manuscript-writing/,,Free,ing Paper](http://www.donnayoung.org/penmanship/paper.htm) A series of graded lined paper .pdf files with a wide variety of uses for free writing practice. Some have space at the top for a picture. [Jan Brett’s Alphabet Line Bulletin Board 
K to the 8th Power,http://www.kto8.com/curriculum.php,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,,"more, that you can enjoy on your iPod, iPhone, Mac or PC. Explore over 200,000 educational audio and video files from top universities, museums and public media organizations from around the world. [K to the 8th Power](http://www.kto8.com/c"
Keeping Insects,https://www.keepinginsects.com/,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,their maximum or ultimate size. They are capable of producing offspring by the time they are half grown. Cultures can easily balloon with minimal care. Keep their habitat relatively moist or humid. [Keeping Insects](https://www.keepinginsec
Learn NC,http://www.learnnc.org/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,K-12,,"/www.apple.com/education/k12/) Layers of learning refers to the scaffolding all people need as they learn. The more we can connect ideas together ast teachers, the more meaningful the ideas become. [Learn NC](http://www.learnnc.org/) A prog"
Learners Online,http://www.learnersonline.com/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,K-12,,"rogram of the University of North Carolina at Chapel Hill School of Education, finds the most innovative and successful practices in K-12 education and makes them available to teachers and students. [Learners Online](http://www.learnersonli"
Learning Cursive Handwriting,http://www.fontmenu.com/site/_CursiveHandwriting.html,https://homeschooling.gomilpitas.com/explore/language_arts_kids/handwriting-teaching-cursive-and-manuscript-writing/,,,loads/2023/documents/Jarman_Folder/JARMAN.TTF) Windows true type font (.ttf) to download directly from this website. Christopher Jarman cursive handwriting font. The solid line version of Jardotty. [Learning Cursive Handwriting](http://www.
Learning Curve BV / Learning Curve BV Dashed,http://www.bvfonts.com/fonts/details.php?id=76,https://homeschooling.gomilpitas.com/explore/language_arts_kids/handwriting-teaching-cursive-and-manuscript-writing/,,Free,andwriting.html) Commercial site: Fontmenu.com Cursive Handwriting typeface offers the possibility to create exercises that follow the guidelines of the D’Nealian ® approach to cursive handwriting. [Learning Curve BV / Learning Curve BV Das
Left-handed But Not Left Behind,http://www.lefthandedinfo.com/,https://homeschooling.gomilpitas.com/explore/language_arts_kids/handwriting-teaching-cursive-and-manuscript-writing/,,,"These fonts are patterned after the handwriting methods in the workbooks “Cursive Writing Skills,” by Diana Hanbury King. Ms. King has produced both a Right-handed Edition and a Left-handed Edition. [Left-handed But Not Left Behind](http://"
Lesson Bank,https://teachers.net/lessons/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,,lesson that takes learners on a thematic journey across cyberspace. Lessons are tied to current events and help learners extend their knowledge on a wide range of topics. Small monthly subscription. [Lesson Bank](https://teachers.net/lesson
Lesson Plan Center,https://www.teachervision.com/lesson-plans,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,Free,Small monthly subscription. [Lesson Bank](https://teachers.net/lessons/) The Teachers.Net Lesson Bank is your opportunity to share your most precious asset – your teaching ideas and lesson plans. [Lesson Plan Center](https://www.teachervisi
Lesson Plan Page,http://www.lessonplanspage.com/index.html,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,High School,Free,s and lesson plans. [Lesson Plan Center](https://www.teachervision.com/lesson-plans) Let TeacherVision.com help you create innovative plans quickly with our large inventory of ideas and materials. [Lesson Plan Page](http://www.lessonplanspa
Lesson Tutor,https://www.lessontutor.com/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,High School,Free,"lessonplanspage.com/index.html) Far more than just a “page,” this site has plans in all typical subjects, as well as holiday units, computer science, and even PE. Add your own plans to the project. [Lesson Tutor](https://www.lessontutor.com"
Let’s Find Out What Ladybugs Eat,https://marchbiological.com/lets-find-out-what-ladybugs-eat/,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"l=1)[A to Z Kids Stuff Ladybugs](http://www.atozkidsstuff.com/bugs2.html) Poems, art and science projects, even a _cute recipe using a half a red apple to make a ladybug snack_. For small children. [Let’s Find Out What Ladybugs Eat](https:/"
Libby,https://libbyapp.com/interview/welcome#doYouHaveACard,https://homeschooling.gomilpitas.com/materials/curriculum_shop/free-homeschooling-curriculum-materials/,,Free,"Decimal call numbers _371.042_ and _649.68_ at your public library. Check with your library to see if they have a free mobile app for borrowing ebooks, audiobooks, and videos for free. My favorite is [Libby](https://libbyapp.com/interview/w"
Life Fantastic – Where do I come from?,https://www.rigb.org/christmas-lectures/2013-life-fantastic,https://homeschooling.gomilpitas.com/explore/biology/anatomy-for-kids/,,,"ductive, Integumentary. 3D images can be turned to get multiple views. Don’t be deterred by home page. Once you dig down, you’ll see fantastic images and summaries of bodily functions of each organ. [Life Fantastic – Where do I come from?]("
Linkedin,"https://www.linkedin.com/shareArticle?mini=true&title=Free%20Homeschooling%20Curriculum%20Materials&url=https%3A%2F%2Fhomeschooling.gomilpitas.com%2Fmaterials%2Fcurriculum_shop%2Ffree-homeschooling-curriculum-materials%2F ""Share this on Linkedin""",https://homeschooling.gomilpitas.com/materials/curriculum_shop/free-homeschooling-curriculum-materials/,,Free,"media=https://i0.wp.com/homeschooling.gomilpitas.com/wp-content/uploads/2023/07/Curriculum.jpg?fit=600%2C400&ssl=1&description=Free%20Homeschooling%20Curriculum%20Materials ""Share this on Pinterest"") [Linkedin](https://www.linkedin.com/shar"
Little Orphan Annie,http://dramaelementary.blogspot.com/2012/02/drama-script-annie-little-orphan.html,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,elementary,,"ed here require minimal preparation, and can be easily adapted to accommodate groups of all sizes. [Cinderella](http://www.kidsinco.com/2009/05/cinderella-2/) 7 characters. Author: Brothers Grimm. [Little Orphan Annie](http://dramaelementar"
Little Women,https://variety.com/wp-content/uploads/2019/12/little-women-by-greta-gerwig.pdf,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,Free,"e discarded onto an island where they long to return to the “hearts and minds” of kids. The songs and the characters from well-known books are not royalty-free, though most are in the public domain. [Little Women](https://variety.com/wp-con"
Make the Most of It,http://www.smithsonianeducation.org/families/at_the_smithsonian/make_the_most.html,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/field-trips-directory/,,,"r seem to fully grasp it until I figure out some sort of field trip where they can see, touch and hear the concepts themselves. Something about these kinesthetic learners I have. By Heather Bowen.<br>[Make the Most of It](https://web.archiv"
Making a Simple Astrolabe,https://www.howtosmile.org/resource/making-simple-astrolabe,https://homeschooling.gomilpitas.com/explore/math/clocks-for-kids/,,,e included in ancient time pieces and navigation. Now elaborate clocks are part time pieces and part computers you can wear on your wrist. Simple digital watches can be made with a few simple parts. [Making a Simple Astrolabe](https://www.h
Making the most interesting choice at a casting,https://www.actorhub.co.uk/1917/making-the-most-interesting-choice-at-a-casting,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,,of a crumbling cathedral gargoyle or the sex appeal of a rusted cheese grater because self-confidence is a power greater than the sum of your parts. ### Advice for Homeschoolers on Producing Plays [Making the most interesting choice at a ca
Mastering Biology,https://www.pearson.com/en-us/higher-education/products-services/mastering/biology.html,https://homeschooling.gomilpitas.com/explore/biology/biology-classes-for-high-school-students/,high school,,"//www.biology.arizona.edu/) Fun, richly illustrated, and tested on 1000s of students. This biology class has been designed for students at the college level, but is useful for high school students. [Mastering Biology](https://www.pearson.co"
"Miracle, The Sacred White Buffalo",http://whitebuffalomiracle.homestead.com/,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,"l Wood as he goes in search of the world’s greatest myths, seeking the roots of four great legends — the Queen of Sheba, King Arthur, Shangri-La and Jason and the Golden Fleece. ### American Indian [Miracle, The Sacred White Buffalo](http:/"
Monarch Butterfly Migration Tracking,https://journeynorth.org/monarchs,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,edu/creatures/bfly/monarch.htm) Information and lots of lovely photographs of Monarchs and a few butterflies that look similar. Did you know that Monarch Butterflies are toxic (poisonous) to birds? [Monarch Butterfly Migration Tracking](htt
Monarch Watch,http://www.monarchwatch.org/,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,are toxic (poisonous) to birds? [Monarch Butterfly Migration Tracking](https://journeynorth.org/monarchs) Help track the migration of these orange and black butterflies. Starts again each spring. [Monarch Watch](http://www.monarchwatch.org/
Monster Bugs,http://www.scholastic.com/MagicSchoolBus/games/bugs/index.htm,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"bees, beetles, butterflies, and more. Some show lifecycle. [Insects at Enchanted Learning](https://www.enchantedlearning.com/themes/insects.shtml) Rhymes, crafts, coloring printouts, and quizzes. [Monster Bugs](http://www.scholastic.com/Mag"
Mosquito Biology,https://www.mosquito.org/mosquito-biology/,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"/) The video here shows a brown needle that looks like it’s trying to bury itself among some ice-cubes. It is, in fact, the snout of a mosquito, searching for blood vessels in the flesh of a mouse. [Mosquito Biology](https://www.mosquito.or"
"Mosquitoes, Spiders And More Of The Most Dangerous Bugs In The World",https://www.explore.com/1088096/mosquitoes-spiders-and-more-of-the-most-dangerous-bugs-in-the-world/,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"d Plants has a new and perhaps even more disturbing book called Wicked Bugs. Guest host Linda Wertheimer talks with Stewart about her A-Z list of the most loathsome insects and the havoc they cause. [Mosquitoes, Spiders And More Of The Most"
Ms. Frizzle,http://www.homeedsa.com/Articles/Ms Frizzle.asp,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/field-trips-directory/,,,"can be just as rewarding as a planned visit. But if you have the time, some things that you can do before, during, and after the visit may help to enrich the experience. Tips from The Smithsonian.<br>[Ms. Frizzle](https://web.archive.org/we"
Museums on Main Street,http://www.museumonmainstreet.org,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/field-trips-directory/,,varies,ined tour leaders modify the field trips to be grade appropriate. The field trips are 60-90 minutes in length and are limited to 30 participants per tour – although this number varies by location.<br>[Museums on Main Street](https://web.arc
Museumstuff.com,http://www.museumstuff.com,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/field-trips-directory/,,,://web.archive.org/web/20170706210800/http://www.museumonmainstreet.org/)<br>Brings rural Americans one-of-a-kind access to prestigious Smithsonian exhibitions and first-rate educational programs.<br>[Museumstuff.com](https://web.archive.or
"Myths About the Sky, Stars and Constellations",http://www.windows2universe.org/mythology/stars.html,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,"reed that all creatures which had teeth should be on one side and all those which had feathers should go on the other side with the birds. From the Tuggle collection. ### The Constellations & Stars [Myths About the Sky, Stars and Constellat"
Myths and Tales Associated with the Constellations,http://domeofthesky.com/clicks/constlist.html,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,"ars [Myths About the Sky, Stars and Constellations](http://www.windows2universe.org/mythology/stars.html) Multicultural stories, each told 3 ways, depending on your maturity. Lovely illustrations. [Myths and Tales Associated with the Conste"
MythWeb,http://www.mythweb.com/,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,"ythsandheroes/myths_four_jason.html) Determined to reclaim his throne, Jason agrees to retrieve the Golden Fleece. Jason assembles a team of great heroes for his crew and they sail aboard the Argo. [MythWeb](http://www.mythweb.com/) This si"
Native American Indian Legends and Folklore,http://www.native-languages.org/legends.htm,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,lomiracle.homestead.com/) It was thought with the demise of the great herds of buffalo that a white one would never be seen again. The birth of this one in 1994 has given Native Americans new hope. [Native American Indian Legends and Folklo
Natural History Museum AntCam,http://www.nhm.ac.uk/kids-only/naturecams/antcam/,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"be safer to use than glass. A good way to make your own ant farm. Warning, though, ants can escape from the most cleverly made “farm,” so release the ants far from your home when done watching them. [Natural History Museum AntCam](http://ww"
Newton’s Apple: Teacher’s Guides,https://www.tpt.org/newtons-apple/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,grades 6-12,Free,"ement, references and support. [Thinkfinity Newest resources](http://www.thinkfinity.org/newest-resources) Check back each Monday to see the newest lessons added to the Verizon Foundation content. [Newton’s Apple: Teacher’s Guides](https://"
Norse Mythology,https://www.lifeinnorway.net/norse-mythology/,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,"ece. Jason assembles a team of great heroes for his crew and they sail aboard the Argo. [MythWeb](http://www.mythweb.com/) This site is devoted to the heroes, gods and monsters of Greek mythology. [Norse Mythology](https://www.lifeinnorway."
NY Times Lesson Plan Archive,https://www.nytimes.com/section/learning,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,grades 6-12,Free,"eacher’s Guides](https://www.tpt.org/newtons-apple/) A complete collection of Teacher’s Guides from season 9 through 15 is available. Mostly science lessons, though a few from other topics as well. [NY Times Lesson Plan Archive](https://www"
Online High School,https://www.excelhighschool.com/full-time-courses.html,https://www.homeschool.com/secular-homeschooling/,High School,varies,om&utm_medium=display&utm_campaign=rf+bnr+hscs+time4learning-bts-2022&homeschool_ad_click=time4learning_bts) - [Christian K12 Online School](http://www.enlightiumacademy.com/homeschool#bluebutton) - [Online High School](https://www.excelhig
Online Homeschool,https://www.northgateacademy.com/homeschool-online/,https://www.homeschool.com/secular-homeschooling/,High School,varies,l_ad_click=time4learning_bts) - [Christian K12 Online School](http://www.enlightiumacademy.com/homeschool#bluebutton) - [Online High School](https://www.excelhighschool.com/full-time-courses.html) - [Online Homeschool](https://www.northgate
online ordering tool,https://orders.gpo.gov/icpd/ICPD.aspx,https://homeschooling.gomilpitas.com/materials/curriculum_shop/free-homeschooling-curriculum-materials/,,Free,alth & Safety [FEMA Publications](https://www.ready.gov/publications) You can order printed copies of materials related to individual and community preparedness through the FEMA warehouse using our [online ordering tool](https://orders.gpo.
"Ooey, Gooey Oobleck",https://www.scienceworld.ca/resource/ooey-gooey-oobleck/,https://homeschooling.gomilpitas.com/explore/chemistry/gak-flubber-silly-putty-oobleck-recipes/,,,"fun for kids to to play with. This ooey, gooey, slippery, and slimy stuff provides a perfect opportunity to guide kids to discover new things by applying what they already know. By Janice VanCleave. [Ooey, Gooey Oobleck](https://www.science"
